Date,1y-3y Avg,3y-5y Avg,5y-10y Avg,Over 10y Avg,Price,3y-5y Avg_A,5y-10y Avg_A,Over 10y Avg_A,Price_A,WTI_oil_b
03/28/2022,2.27,2.44,2.49,2.52,105.96,1.3622445820433435,1.1839473684210529,0.8150619195046442,41.2003503649635,41.2003503649635
03/29/2021,0.23,0.73,1.36,1.92,61.56,-0.34775541795665643,0.053947368421052744,0.21506191950464415,-3.1996496350364936,-3.1996496350364936
03/29/2022,2.24,2.42,2.46,2.5,104.24,1.3422445820433435,1.1539473684210526,0.7950619195046442,39.4803503649635,39.4803503649635
03/30/2020,0.47,0.59,0.7,1.19,20.09,-0.48775541795665645,-0.6060526315789474,-0.5149380804953558,-44.66964963503649,-44.66964963503649
03/30/2021,0.23,0.73,1.36,1.88,60.55,-0.34775541795665643,0.053947368421052744,0.17506191950464411,-4.209649635036499,-4.209649635036499
03/30/2022,2.21,2.4,2.42,2.45,107.82,1.3222445820433435,1.1139473684210526,0.7450619195046444,43.0603503649635,43.0603503649635
03/31/2020,0.46,0.57,0.66,1.18,20.48,-0.5077554179566565,-0.6460526315789473,-0.5249380804953558,-44.27964963503649,-44.27964963503649
03/31/2021,0.23,0.74,1.39,1.9,59.16,-0.3377554179566564,0.08394736842105255,0.19506191950464413,-5.599649635036499,-5.599649635036499
03/31/2022,2.17,2.37,2.38,2.41,100.28,1.2922445820433437,1.0739473684210525,0.7050619195046444,35.520350364963505,35.520350364963505
04/01/2020,0.44,0.53,0.59,1.08,20.31,-0.5477554179566564,-0.7160526315789474,-0.6249380804953557,-44.449649635036494,-44.449649635036494
04/01/2021,0.23,0.73,1.34,1.88,61.45,-0.34775541795665643,0.033947368421052726,0.17506191950464411,-3.309649635036493,-3.309649635036493
04/01/2022,2.24,2.44,2.44,2.42,99.27,1.3622445820433435,1.1339473684210526,0.7150619195046442,34.5103503649635,34.5103503649635
04/02/2020,0.45,0.56,0.62,1.1,25.32,-0.5177554179566564,-0.6860526315789474,-0.6049380804953557,-39.439649635036496,-39.439649635036496
04/03/2020,0.44,0.55,0.62,1.09,28.34,-0.5277554179566564,-0.6860526315789474,-0.6149380804953557,-36.41964963503649,-36.41964963503649
04/04/2022,2.21,2.42,2.43,2.41,103.28,1.3422445820433435,1.1239473684210528,0.7050619195046444,38.520350364963505,38.520350364963505
04/05/2021,0.27,0.82,1.39,1.91,58.65,-0.25775541795665646,0.08394736842105255,0.20506191950464414,-6.109649635036497,-6.109649635036497
04/05/2022,2.28,2.5,2.51,2.49,101.96,1.4222445820433436,1.2039473684210524,0.7850619195046444,37.2003503649635,37.2003503649635
04/06/2020,0.47,0.6,0.67,1.12,26.08,-0.47775541795665644,-0.6360526315789473,-0.5849380804953557,-38.6796496350365,-38.6796496350365
04/06/2021,0.26,0.77,1.33,1.84,59.33,-0.3077554179566564,0.023947368421052717,0.1350619195046443,-5.429649635036498,-5.429649635036498
04/06/2022,2.28,2.48,2.52,2.5,96.23,1.4022445820433436,1.2139473684210527,0.7950619195046442,31.470350364963508,31.470350364963508
04/07/2020,0.48,0.62,0.72,1.19,23.63,-0.4577554179566564,-0.5860526315789474,-0.5149380804953558,-41.1296496350365,-41.1296496350365
04/07/2021,0.26,0.76,1.33,1.86,59.77,-0.3177554179566564,0.023947368421052717,0.15506191950464432,-4.989649635036493,-4.989649635036493
04/07/2022,2.27,2.49,2.55,2.56,96.03,1.4122445820433438,1.2439473684210525,0.8550619195046443,31.270350364963505,31.270350364963505
04/08/2020,0.45,0.59,0.69,1.19,25.09,-0.48775541795665645,-0.6160526315789474,-0.5149380804953558,-39.66964963503649,-39.66964963503649
04/08/2021,0.25,0.74,1.3,1.83,59.6,-0.3377554179566564,-0.0060526315789473095,0.1250619195046443,-5.159649635036494,-5.159649635036494
04/08/2022,2.34,2.56,2.61,2.62,98.26,1.4822445820433436,1.3039473684210525,0.9150619195046443,33.50035036496351,33.50035036496351
04/09/2020,0.41,0.54,0.64,1.17,22.76,-0.5377554179566564,-0.6660526315789473,-0.5349380804953558,-41.99964963503649,-41.99964963503649
04/09/2021,0.27,0.77,1.34,1.85,59.32,-0.3077554179566564,0.033947368421052726,0.1450619195046443,-5.439649635036496,-5.439649635036496
04/11/2022,2.34,2.59,2.67,2.69,94.29,1.5122445820433434,1.3639473684210526,0.9850619195046442,29.53035036496351,29.53035036496351
04/12/2021,0.28,0.78,1.35,1.86,59.7,-0.2977554179566564,0.043947368421052735,0.15506191950464432,-5.059649635036493,-5.059649635036493
04/12/2022,2.26,2.49,2.6,2.64,100.6,1.4122445820433438,1.2939473684210527,0.9350619195046443,35.8403503649635,35.8403503649635
04/13/2020,0.4,0.52,0.62,1.16,22.41,-0.5577554179566564,-0.6860526315789474,-0.5449380804953559,-42.3496496350365,-42.3496496350365
04/13/2021,0.27,0.76,1.34,1.86,60.18,-0.3177554179566564,0.033947368421052726,0.15506191950464432,-4.579649635036496,-4.579649635036496
04/13/2022,2.27,2.48,2.6,2.64,104.25,1.4022445820433436,1.2939473684210527,0.9350619195046443,39.490350364963504,39.490350364963504
04/14/2020,0.38,0.5,0.6,1.22,20.11,-0.5777554179566564,-0.7060526315789474,-0.4849380804953558,-44.649649635036496,-44.649649635036496
04/14/2021,0.28,0.77,1.35,1.88,63.15,-0.3077554179566564,0.043947368421052735,0.17506191950464411,-1.6096496350364973,-1.6096496350364973
04/14/2022,2.35,2.58,2.71,2.74,106.95,1.5022445820433437,1.4039473684210526,1.0350619195046444,42.19035036496351,42.19035036496351
04/15/2020,0.34,0.42,0.49,1.12,19.87,-0.6577554179566565,-0.8160526315789474,-0.5849380804953557,-44.88964963503649,-44.88964963503649
04/15/2021,0.27,0.73,1.28,1.81,63.46,-0.34775541795665643,-0.026052631578947327,0.10506191950464427,-1.299649635036495,-1.299649635036495
04/16/2020,0.34,0.41,0.48,1.07,19.87,-0.6677554179566565,-0.8260526315789474,-0.6349380804953557,-44.88964963503649,-44.88964963503649
04/16/2021,0.29,0.77,1.35,1.9,63.13,-0.3077554179566564,0.043947368421052735,0.19506191950464413,-1.6296496350364933,-1.6296496350364933
04/17/2020,0.36,0.43,0.51,1.11,18.27,-0.6477554179566565,-0.7960526315789473,-0.5949380804953557,-46.4896496350365,-46.4896496350365
04/18/2022,2.36,2.6,2.74,2.77,108.21,1.5222445820433437,1.4339473684210529,1.0650619195046442,43.4503503649635,43.4503503649635
04/19/2021,0.3,0.77,1.35,1.94,63.38,-0.3077554179566564,0.043947368421052735,0.23506191950464417,-1.3796496350364933,-1.3796496350364933
04/19/2022,2.45,2.67,2.79,2.81,102.56,1.5922445820433435,1.4839473684210527,1.1050619195046443,37.800350364963506,37.800350364963506
04/20/2020,0.35,0.42,0.5,1.09,-37.63,-0.6577554179566565,-0.8060526315789474,-0.6149380804953557,-102.3896496350365,-102.3896496350365
04/20/2021,0.29,0.74,1.31,1.92,62.44,-0.3377554179566564,0.003947368421052699,0.21506191950464415,-2.319649635036498,-2.319649635036498
04/20/2022,2.51,2.72,2.79,2.8,102.75,1.6422445820433438,1.4839473684210527,1.095061919504644,37.990350364963504,37.990350364963504
04/21/2020,0.33,0.39,0.47,1.04,10.01,-0.6877554179566564,-0.8360526315789474,-0.6649380804953557,-54.7496496350365,-54.7496496350365
04/21/2021,0.3,0.76,1.33,1.93,61.35,-0.3177554179566564,0.023947368421052717,0.22506191950464416,-3.4096496350364944,-3.4096496350364944
04/21/2022,2.56,2.78,2.85,2.86,103.79,1.7022445820433434,1.5439473684210527,1.155061919504644,39.03035036496351,39.03035036496351
04/22/2020,0.34,0.42,0.5,1.05,13.78,-0.6577554179566565,-0.8060526315789474,-0.6549380804953557,-50.979649635036495,-50.979649635036495
04/22/2021,0.3,0.76,1.33,1.93,61.43,-0.3177554179566564,0.023947368421052717,0.22506191950464416,-3.329649635036496,-3.329649635036496
04/22/2022,2.59,2.77,2.83,2.85,102.07,1.6922445820433436,1.5239473684210527,1.1450619195046443,37.3103503649635,37.3103503649635
04/23/2020,0.33,0.42,0.49,1.03,16.5,-0.6577554179566565,-0.8160526315789474,-0.6749380804953558,-48.259649635036496,-48.259649635036496
04/23/2021,0.31,0.76,1.33,1.94,62.14,-0.3177554179566564,0.023947368421052717,0.23506191950464417,-2.6196496350364953,-2.6196496350364953
04/24/2020,0.32,0.39,0.47,1.01,16.94,-0.6877554179566564,-0.8360526315789474,-0.6949380804953558,-47.8196496350365,-47.8196496350365
04/25/2022,2.5,2.68,2.76,2.81,98.54,1.6022445820433437,1.4539473684210524,1.1050619195046443,33.78035036496351,33.78035036496351
04/26/2021,0.31,0.76,1.34,1.96,61.91,-0.3177554179566564,0.033947368421052726,0.2550619195046442,-2.8496496350364993,-2.8496496350364993
04/26/2022,2.43,2.58,2.68,2.75,101.7,1.5022445820433437,1.3739473684210528,1.0450619195046442,36.94035036496351,36.94035036496351
04/27/2020,0.33,0.42,0.51,1.05,12.78,-0.6577554179566565,-0.7960526315789473,-0.6549380804953557,-51.979649635036495,-51.979649635036495
04/27/2021,0.31,0.77,1.37,1.99,62.94,-0.3077554179566564,0.06394736842105275,0.2850619195046442,-1.8196496350364981,-1.8196496350364981
04/27/2022,2.47,2.62,2.75,2.82,102.02,1.5422445820433437,1.4439473684210526,1.115061919504644,37.2603503649635,37.2603503649635
04/28/2020,0.31,0.39,0.47,1.0,12.34,-0.6877554179566564,-0.8360526315789474,-0.7049380804953558,-52.41964963503649,-52.41964963503649
04/28/2021,0.3,0.75,1.34,1.96,63.86,-0.3277554179566564,0.033947368421052726,0.2550619195046442,-0.8996496350364964,-0.8996496350364964
04/28/2022,2.5,2.64,2.75,2.79,105.36,1.5622445820433437,1.4439473684210526,1.0850619195046443,40.600350364963504,40.600350364963504
04/29/2020,0.3,0.38,0.46,0.99,15.06,-0.6977554179566564,-0.8460526315789474,-0.7149380804953558,-49.699649635036494,-49.699649635036494
04/29/2021,0.3,0.77,1.37,1.99,65.01,-0.3077554179566564,0.06394736842105275,0.2850619195046442,0.25035036496350926,0.25035036496350926
04/29/2022,2.6,2.74,2.84,2.85,104.69,1.6622445820433438,1.5339473684210525,1.1450619195046443,39.9303503649635,39.9303503649635
04/30/2020,0.29,0.35,0.43,0.96,18.84,-0.7277554179566564,-0.8760526315789474,-0.7449380804953558,-45.91964963503649,-45.91964963503649
04/30/2021,0.29,0.74,1.35,1.97,63.58,-0.3377554179566564,0.043947368421052735,0.2650619195046442,-1.1796496350364976,-1.1796496350364976
05/01/2020,0.29,0.34,0.42,0.92,19.78,-0.7377554179566563,-0.8860526315789474,-0.7849380804953557,-44.979649635036495,-44.979649635036495
05/02/2022,2.64,2.78,2.91,2.91,105.17,1.7022445820433434,1.6039473684210528,1.2050619195046444,40.410350364963506,40.410350364963506
05/03/2021,0.29,0.74,1.34,1.96,64.49,-0.3377554179566564,0.033947368421052726,0.2550619195046442,-0.26964963503650097,-0.26964963503650097
05/03/2022,2.69,2.82,2.93,2.92,102.41,1.7422445820433434,1.6239473684210528,1.2150619195046442,37.6503503649635,37.6503503649635
05/04/2020,0.29,0.36,0.46,0.96,20.39,-0.7177554179566564,-0.8460526315789474,-0.7449380804953558,-44.369649635036495,-44.369649635036495
05/04/2021,0.3,0.75,1.34,1.96,65.69,-0.3277554179566564,0.033947368421052726,0.2550619195046442,0.9303503649635019,0.9303503649635019
05/04/2022,2.59,2.72,2.86,2.9,107.81,1.6422445820433438,1.5539473684210525,1.1950619195046441,43.050350364963506,43.050350364963506
05/05/2020,0.29,0.36,0.46,0.95,24.56,-0.7177554179566564,-0.8460526315789474,-0.7549380804953558,-40.199649635036494,-40.199649635036494
05/05/2021,0.29,0.73,1.32,1.95,65.63,-0.34775541795665643,0.013947368421052708,0.24506191950464418,0.8703503649634996,0.8703503649634996
05/05/2022,2.67,2.82,2.98,3.0,108.26,1.7422445820433434,1.6739473684210526,1.2950619195046442,43.50035036496351,43.50035036496351
05/06/2020,0.3,0.38,0.5,1.0,23.99,-0.6977554179566564,-0.8060526315789474,-0.7049380804953558,-40.7696496350365,-40.7696496350365
05/06/2021,0.3,0.73,1.32,1.96,64.71,-0.34775541795665643,0.013947368421052708,0.2550619195046442,-0.049649635036502104,-0.049649635036502104
05/06/2022,2.67,2.85,3.06,3.08,109.77,1.7722445820433437,1.7539473684210527,1.3750619195046443,45.0103503649635,45.0103503649635
05/07/2020,0.26,0.32,0.43,0.96,23.55,-0.7577554179566564,-0.8760526315789474,-0.7449380804953558,-41.2096496350365,-41.2096496350365
05/07/2021,0.28,0.7,1.29,1.95,64.9,-0.37775541795665646,-0.01605263157894732,0.24506191950464418,0.14035036496350983,0.14035036496350983
05/08/2020,0.26,0.33,0.46,0.97,24.74,-0.7477554179566563,-0.8460526315789474,-0.7349380804953558,-40.0196496350365,-40.0196496350365
05/09/2022,2.58,2.74,2.96,3.01,103.09,1.6622445820433438,1.6539473684210526,1.305061919504644,38.33035036496351,38.33035036496351
05/10/2021,0.29,0.71,1.3,1.97,64.92,-0.36775541795665645,-0.0060526315789473095,0.2650619195046442,0.16035036496350585,0.16035036496350585
05/10/2022,2.61,2.75,2.95,3.01,99.76,1.6722445820433436,1.6439473684210528,1.305061919504644,35.00035036496351,35.00035036496351
05/11/2020,0.26,0.33,0.46,0.99,24.14,-0.7477554179566563,-0.8460526315789474,-0.7149380804953558,-40.619649635036495,-40.619649635036495
05/11/2021,0.29,0.73,1.33,2.0,65.28,-0.34775541795665643,0.023947368421052717,0.2950619195046442,0.5203503649635053,0.5203503649635053
05/11/2022,2.66,2.78,2.94,2.99,105.71,1.7022445820433434,1.6339473684210526,1.2850619195046444,40.9503503649635,40.9503503649635
05/12/2020,0.26,0.32,0.43,0.95,25.78,-0.7577554179566564,-0.8760526315789474,-0.7549380804953558,-38.979649635036495,-38.979649635036495
05/12/2021,0.33,0.79,1.39,2.05,66.08,-0.2877554179566564,0.08394736842105255,0.34506191950464404,1.3203503649635024,1.3203503649635024
05/12/2022,2.57,2.7,2.87,2.94,106.13,1.6222445820433438,1.5639473684210528,1.2350619195046442,41.3703503649635,41.3703503649635
05/13/2020,0.26,0.33,0.44,0.93,25.29,-0.7477554179566563,-0.8660526315789474,-0.7749380804953557,-39.4696496350365,-39.4696496350365
05/13/2021,0.32,0.76,1.35,2.03,63.82,-0.3177554179566564,0.043947368421052735,0.325061919504644,-0.9396496350364956,-0.9396496350364956
05/13/2022,2.6,2.73,2.9,2.97,110.49,1.6522445820433436,1.5939473684210526,1.2650619195046444,45.7303503649635,45.7303503649635
05/14/2020,0.25,0.32,0.42,0.9,27.56,-0.7577554179566564,-0.8860526315789474,-0.8049380804953558,-37.199649635036494,-37.199649635036494
05/14/2021,0.32,0.77,1.35,2.04,65.37,-0.3077554179566564,0.043947368421052735,0.33506191950464426,0.6103503649635087,0.6103503649635087
05/15/2020,0.26,0.33,0.43,0.9,29.43,-0.7477554179566563,-0.8760526315789474,-0.8049380804953558,-35.329649635036496,-35.329649635036496
05/16/2022,2.58,2.7,2.86,2.95,114.2,1.6222445820433438,1.5539473684210525,1.2450619195046444,49.44035036496351,49.44035036496351
05/17/2021,0.33,0.77,1.36,2.05,66.27,-0.3077554179566564,0.053947368421052744,0.34506191950464404,1.5103503649635002,1.5103503649635002
05/17/2022,2.69,2.82,2.97,3.05,112.4,1.7422445820433434,1.6639473684210528,1.345061919504644,47.64035036496351,47.64035036496351
05/18/2020,,,,,31.82,,,,-32.939649635036496,-32.939649635036496
05/18/2021,0.32,0.78,1.35,2.04,65.49,-0.2977554179566564,0.043947368421052735,0.33506191950464426,0.730350364963499,0.730350364963499
05/18/2022,2.7,2.81,2.92,2.96,109.59,1.7322445820433436,1.6139473684210526,1.2550619195046442,44.83035036496351,44.83035036496351
05/19/2020,0.28,0.37,0.49,0.97,32.5,-0.7077554179566564,-0.8160526315789474,-0.7349380804953558,-32.259649635036496,-32.259649635036496
05/19/2021,0.33,0.79,1.36,2.04,63.36,-0.2877554179566564,0.053947368421052744,0.33506191950464426,-1.3996496350364964,-1.3996496350364964
05/19/2022,2.63,2.73,2.84,2.9,112.21,1.6522445820433436,1.5339473684210525,1.1950619195046441,47.4503503649635,47.4503503649635
05/20/2020,0.28,0.36,0.46,0.93,33.49,-0.7177554179566564,-0.8460526315789474,-0.7749380804953557,-31.269649635036494,-31.269649635036494
05/20/2021,0.32,0.76,1.34,2.01,62.05,-0.3177554179566564,0.033947368421052726,0.305061919504644,-2.7096496350364987,-2.7096496350364987
05/20/2022,2.58,2.68,2.8,2.85,113.23,1.6022445820433437,1.4939473684210525,1.1450619195046443,48.47035036496351,48.47035036496351
05/21/2020,0.28,0.36,0.46,0.92,33.92,-0.7177554179566564,-0.8460526315789474,-0.7849380804953557,-30.839649635036494,-30.839649635036494
05/21/2021,0.32,0.76,1.33,2.01,63.58,-0.3177554179566564,0.023947368421052717,0.305061919504644,-1.1796496350364976,-1.1796496350364976
05/22/2020,0.27,0.33,0.42,0.88,33.25,-0.7477554179566563,-0.8860526315789474,-0.8249380804953558,-31.509649635036496,-31.509649635036496
05/23/2022,,,,,110.29,,,,45.53035036496351,45.53035036496351
05/24/2020,,,,,32.9,,,,-31.859649635036497,-31.859649635036497
05/24/2021,,,,,66.05,,,,1.2903503649635013,1.2903503649635013
05/24/2022,2.51,2.62,2.76,2.83,109.77,1.5422445820433437,1.4539473684210524,1.1250619195046443,45.0103503649635,45.0103503649635
05/25/2020,0.26,0.31,0.4,0.86,33.92,-0.7677554179566564,-0.9060526315789473,-0.8449380804953558,-30.839649635036494,-30.839649635036494
05/25/2021,0.3,0.7,1.25,1.93,66.07,-0.37775541795665646,-0.056052631578947354,0.22506191950464416,1.3103503649634973,1.3103503649634973
05/25/2022,2.48,2.58,2.72,2.8,110.33,1.5022445820433437,1.4139473684210528,1.095061919504644,45.5703503649635,45.5703503649635
05/26/2020,0.28,0.35,0.44,0.91,34.35,-0.7277554179566564,-0.8660526315789474,-0.7949380804953557,-30.409649635036494,-30.409649635036494
05/26/2021,0.3,0.71,1.25,1.91,66.21,-0.36775541795665645,-0.056052631578947354,0.20506191950464414,1.450350364963498,1.450350364963498
05/26/2022,2.5,2.59,2.75,2.85,114.09,1.5122445820433434,1.4439473684210526,1.1450619195046443,49.33035036496351,49.33035036496351
05/27/2020,0.28,0.35,0.44,0.92,32.81,-0.7277554179566564,-0.8660526315789474,-0.7849380804953557,-31.949649635036494,-31.949649635036494
05/27/2021,0.31,0.74,1.29,1.93,66.85,-0.3377554179566564,-0.01605263157894732,0.22506191950464416,2.0903503649634985,2.0903503649634985
05/27/2022,2.5,2.59,2.74,2.82,115.07,1.5122445820433434,1.4339473684210529,1.115061919504644,50.3103503649635,50.3103503649635
05/28/2020,0.28,0.35,0.45,0.95,33.71,-0.7277554179566564,-0.8560526315789474,-0.7549380804953558,-31.049649635036495,-31.049649635036495
05/28/2021,0.31,0.75,1.31,1.94,66.32,-0.3277554179566564,0.003947368421052699,0.23506191950464417,1.5603503649634973,1.5603503649634973
05/29/2020,0.26,0.32,0.42,0.92,35.49,-0.7577554179566564,-0.8860526315789474,-0.7849380804953557,-29.269649635036494,-29.269649635036494
05/29/2022,,,,,115.61,,,,50.850350364963504,50.850350364963504
05/30/2021,,,,,66.59,,,,1.8303503649635076,1.8303503649635076
05/30/2022,2.55,2.63,2.79,2.84,117.61,1.5522445820433435,1.4839473684210527,1.135061919504644,52.850350364963504,52.850350364963504
05/31/2021,0.31,0.74,1.3,1.92,66.96,-0.3377554179566564,-0.0060526315789473095,0.21506191950464415,2.200350364963498,2.200350364963498
05/31/2022,2.62,2.7,2.87,2.9,114.67,1.6222445820433438,1.5639473684210528,1.1950619195046441,49.910350364963506,49.910350364963506
06/01/2020,0.26,0.33,0.43,0.93,35.44,-0.7477554179566563,-0.8760526315789474,-0.7749380804953557,-29.319649635036498,-29.319649635036498
06/01/2021,0.31,0.74,1.3,1.91,67.72,-0.3377554179566564,-0.0060526315789473095,0.20506191950464414,2.960350364963503,2.960350364963503
06/01/2022,2.74,2.83,2.97,2.93,115.26,1.7522445820433437,1.6639473684210528,1.2250619195046444,50.50035036496351,50.50035036496351
06/02/2020,0.26,0.34,0.45,1.03,36.81,-0.7377554179566563,-0.8560526315789474,-0.6749380804953558,-27.949649635036494,-27.949649635036494
06/02/2021,0.32,0.78,1.35,1.94,68.83,-0.2977554179566564,0.043947368421052735,0.23506191950464417,4.070350364963502,4.070350364963502
06/02/2022,2.8,2.88,3.0,2.95,116.87,1.8022445820433435,1.6939473684210526,1.2450619195046444,52.11035036496351,52.11035036496351
06/03/2020,0.29,0.39,0.53,1.1,37.29,-0.6877554179566564,-0.7760526315789473,-0.6049380804953557,-27.469649635036497,-27.469649635036497
06/03/2021,0.33,0.8,1.37,1.96,68.81,-0.27775541795665637,0.06394736842105275,0.2550619195046442,4.050350364963506,4.050350364963506
06/03/2022,2.87,2.95,3.06,3.0,118.87,1.8722445820433438,1.7539473684210527,1.2950619195046442,54.11035036496351,54.11035036496351
06/04/2020,0.3,0.42,0.57,1.16,37.41,-0.6577554179566565,-0.7360526315789474,-0.5449380804953559,-27.3496496350365,-27.3496496350365
06/04/2021,0.32,0.75,1.31,1.9,69.62,-0.3277554179566564,0.003947368421052699,0.19506191950464413,4.860350364963509,4.860350364963509
06/05/2020,0.32,0.46,0.62,1.21,39.55,-0.6177554179566564,-0.6860526315789474,-0.4949380804953558,-25.2096496350365,-25.2096496350365
06/06/2022,2.98,3.08,3.18,3.14,118.5,2.0022445820433434,1.8739473684210528,1.4350619195046443,53.740350364963504,53.740350364963504
06/07/2021,0.33,0.76,1.32,1.91,69.23,-0.3177554179566564,0.013947368421052708,0.20506191950464414,4.470350364963508,4.470350364963508
06/07/2022,2.99,3.09,3.19,3.15,119.41,2.012244582043343,1.8839473684210526,1.4450619195046441,54.6503503649635,54.6503503649635
06/08/2020,0.3,0.42,0.58,1.16,38.19,-0.6577554179566565,-0.7260526315789474,-0.5449380804953559,-26.569649635036498,-26.569649635036498
06/08/2021,0.32,0.75,1.29,1.89,70.05,-0.3277554179566564,-0.01605263157894732,0.18506191950464412,5.290350364963501,5.290350364963501
06/08/2022,3.06,3.17,3.27,3.22,122.11,2.0922445820433433,1.9639473684210527,1.5150619195046444,57.350350364963504,57.350350364963504
06/09/2020,0.28,0.39,0.54,1.11,38.94,-0.6877554179566564,-0.7660526315789473,-0.5949380804953557,-25.819649635036498,-25.819649635036498
06/09/2021,0.32,0.74,1.26,1.86,69.96,-0.3377554179566564,-0.046052631578947345,0.15506191950464432,5.200350364963498,5.200350364963498
06/09/2022,3.03,3.14,3.23,3.18,121.51,2.062244582043344,1.9239473684210526,1.4750619195046444,56.75035036496351,56.75035036496351
06/10/2020,0.25,0.33,0.47,1.03,39.6,-0.7477554179566563,-0.8360526315789474,-0.6749380804953558,-25.159649635036494,-25.159649635036494
06/10/2021,0.32,0.71,1.23,1.85,70.29,-0.36775541795665645,-0.07605263157894737,0.1450619195046443,5.53035036496351,5.53035036496351
06/10/2022,3.2,3.3,3.36,3.24,120.67,2.222244582043343,2.0539473684210527,1.5350619195046444,55.910350364963506,55.910350364963506
06/11/2020,0.25,0.32,0.44,0.97,36.34,-0.7577554179566564,-0.8660526315789474,-0.7349380804953558,-28.419649635036492,-28.419649635036492
06/11/2021,0.32,0.71,1.23,1.84,70.91,-0.36775541795665645,-0.07605263157894737,0.1350619195046443,6.150350364963501,6.150350364963501
06/12/2020,0.25,0.32,0.44,0.97,36.26,-0.7577554179566564,-0.8660526315789474,-0.7349380804953558,-28.499649635036498,-28.499649635036498
06/13/2022,3.35,3.46,3.53,3.36,120.93,2.3822445820433433,2.2239473684210527,1.655061919504644,56.17035036496351,56.17035036496351
06/14/2021,0.33,0.73,1.25,1.86,70.88,-0.34775541795665643,-0.056052631578947354,0.15506191950464432,6.1203503649635,6.1203503649635
06/14/2022,3.42,3.54,3.63,3.45,118.93,2.4622445820433434,2.3239473684210523,1.7450619195046444,54.17035036496351,54.17035036496351
06/15/2020,0.25,0.31,0.43,0.93,37.12,-0.7677554179566564,-0.8760526315789474,-0.7749380804953557,-27.6396496350365,-27.6396496350365
06/15/2021,0.33,0.73,1.24,1.84,72.12,-0.34775541795665643,-0.06605263157894736,0.1350619195046443,7.360350364963509,7.360350364963509
06/15/2022,3.24,3.36,3.48,3.39,115.31,2.2822445820433437,2.173947368421053,1.6850619195046443,50.550350364963506,50.550350364963506
06/16/2020,0.26,0.33,0.46,0.98,38.38,-0.7477554179566563,-0.8460526315789474,-0.7249380804953558,-26.379649635036493,-26.379649635036493
06/16/2021,0.37,0.8,1.3,1.86,72.15,-0.27775541795665637,-0.0060526315789473095,0.15506191950464432,7.39035036496351,7.39035036496351
06/16/2022,3.2,3.29,3.4,3.33,117.59,2.2122445820433434,2.093947368421053,1.6250619195046443,52.83035036496351,52.83035036496351
06/17/2020,0.26,0.33,0.45,0.95,37.96,-0.7477554179566563,-0.8560526315789474,-0.7549380804953558,-26.799649635036495,-26.799649635036495
06/17/2021,0.39,0.82,1.28,1.8,71.04,-0.25775541795665646,-0.026052631578947327,0.09506191950464427,6.28035036496351,6.28035036496351
06/17/2022,3.2,3.3,3.4,3.35,109.56,2.222244582043343,2.093947368421053,1.6450619195046443,44.800350364963506,44.800350364963506
06/18/2020,0.26,0.33,0.44,0.92,38.84,-0.7477554179566563,-0.8660526315789474,-0.7849380804953557,-25.919649635036492,-25.919649635036492
06/18/2021,0.45,0.85,1.26,1.74,71.64,-0.22775541795665644,-0.046052631578947345,0.03506191950464421,6.880350364963505,6.880350364963505
06/19/2020,0.26,0.34,0.45,0.93,39.75,-0.7377554179566563,-0.8560526315789474,-0.7749380804953557,-25.009649635036496,-25.009649635036496
06/19/2022,,,,,108.94,,,,44.1803503649635,44.1803503649635
06/20/2022,3.26,3.35,3.45,3.36,108.84,2.272244582043344,2.1439473684210526,1.655061919504644,44.08035036496351,44.08035036496351
06/21/2021,0.44,0.85,1.3,1.79,73.66,-0.22775541795665644,-0.0060526315789473095,0.08506191950464426,8.9003503649635,8.9003503649635
06/21/2022,3.31,3.39,3.5,3.44,110.65,2.312244582043344,2.1939473684210524,1.7350619195046442,45.89035036496351,45.89035036496351
06/22/2020,0.26,0.34,0.46,0.92,40.46,-0.7377554179566563,-0.8460526315789474,-0.7849380804953557,-24.299649635036495,-24.299649635036495
06/22/2021,0.41,0.84,1.29,1.79,73.06,-0.23775541795665645,-0.01605263157894732,0.08506191950464426,8.300350364963506,8.300350364963506
06/22/2022,3.22,3.29,3.4,3.37,106.19,2.2122445820433434,2.093947368421053,1.6650619195046443,41.4303503649635,41.4303503649635
06/23/2020,0.27,0.34,0.46,0.93,40.37,-0.7377554179566563,-0.8460526315789474,-0.7749380804953557,-24.3896496350365,-24.3896496350365
06/23/2021,0.42,0.86,1.31,1.79,73.08,-0.21775541795665643,0.003947368421052699,0.08506191950464426,8.320350364963502,8.320350364963502
06/23/2022,3.09,3.14,3.27,3.3,104.27,2.062244582043344,1.9639473684210527,1.595061919504644,39.5103503649635,39.5103503649635
06/24/2020,0.26,0.33,0.46,0.95,38.01,-0.7477554179566563,-0.8460526315789474,-0.7549380804953558,-26.749649635036498,-26.749649635036498
06/24/2021,0.42,0.85,1.3,1.77,73.3,-0.22775541795665644,-0.0060526315789473095,0.06506191950464424,8.540350364963501,8.540350364963501
06/24/2022,3.1,3.17,3.3,3.33,107.62,2.0922445820433433,1.9939473684210525,1.6250619195046443,42.86035036496351,42.86035036496351
06/25/2020,0.26,0.32,0.44,0.93,38.72,-0.7577554179566564,-0.8660526315789474,-0.7749380804953557,-26.039649635036497,-26.039649635036497
06/25/2021,0.43,0.89,1.34,1.83,74.05,-0.1877554179566564,0.033947368421052726,0.1250619195046443,9.290350364963501,9.290350364963501
